id;gen;sp;ssp;categories;group;en;rec;cnt;loc;lat;lng;alt;type;sex;stage;method;url;file;file-name;sono;osci;lic;q;length;time;date;uploaded;also;rmk;bird-seen;animal-seen;playback-used;temp;regnr;auto;dvc;mic;smp;fullfilename;filename
36201;Fringilla;coelebs;;Fringilla coelebs_Common Chaffinch;birds;Common Chaffinch;Tomas Belka;Poland;Miedzygorze, Silesia;50.2167;16.7501;600;song;;;field recording;//xeno-canto.org/36201;https://xeno-canto.org/36201/download;XC_FRICOE4.mp3;{'small': '//xeno-canto.org/sounds/uploaded/UVCHPWXJBN/ffts/XC36201-small.png', 'med': '//xeno-canto.org/sounds/uploaded/UVCHPWXJBN/ffts/XC36201-med.png', 'large': '//xeno-canto.org/sounds/uploaded/UVCHPWXJBN/ffts/XC36201-large.png', 'full': '//xeno-canto.org/sounds/uploaded/UVCHPWXJBN/ffts/XC36201-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/UVCHPWXJBN/wave/XC36201-small.png', 'med': '//xeno-canto.org/sounds/uploaded/UVCHPWXJBN/wave/XC36201-med.png', 'large': '//xeno-canto.org/sounds/uploaded/UVCHPWXJBN/wave/XC36201-large.png'};//creativecommons.org/licenses/by-nc-nd/2.5/;A;00:29;9:21;2008-05-31;2009-06-24;[];;unknown;unknown;unknown;;;no;;;48000;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Fringilla coelebs_Common Chaffinch/XC36201.mp3;XC36201.mp3
383722;Fringilla;coelebs;;Fringilla coelebs_Common Chaffinch;birds;Common Chaffinch;Terje Kolaas;Norway;Sør-Fron, Oppland;61.5298;9.7435;800;call, song;;;field recording;//xeno-canto.org/383722;https://xeno-canto.org/383722/download;XC383722-bokfink-sang-call-0402_105249.mp3;{'small': '//xeno-canto.org/sounds/uploaded/CIMGCGUWCS/ffts/XC383722-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CIMGCGUWCS/ffts/XC383722-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CIMGCGUWCS/ffts/XC383722-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CIMGCGUWCS/ffts/XC383722-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/CIMGCGUWCS/wave/XC383722-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CIMGCGUWCS/wave/XC383722-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CIMGCGUWCS/wave/XC383722-large.png'};//creativecommons.org/licenses/by-nc-nd/4.0/;A;00:53;08:00;2017-07-17;2017-08-20;[];;yes;yes;no;;;no;;;48000;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Fringilla coelebs_Common Chaffinch/XC383722.mp3;XC383722.mp3
232808;Phylloscopus;collybita;x Willow Warbler hybrid;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Harry Lehto;Finland;Hauninen, Raisio;60.4967;22.1906;20;song;;;field recording;//xeno-canto.org/232808;https://xeno-canto.org/232808/download;XC232808-Default Project.mp3;{'small': '//xeno-canto.org/sounds/uploaded/ITRRPVYHIT/ffts/XC232808-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ITRRPVYHIT/ffts/XC232808-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ITRRPVYHIT/ffts/XC232808-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ITRRPVYHIT/ffts/XC232808-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/ITRRPVYHIT/wave/XC232808-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ITRRPVYHIT/wave/XC232808-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ITRRPVYHIT/wave/XC232808-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:37;?;2009-04-26;2015-03-24;['Turdus iliacus', 'Fringilla coelebs', 'Erithacus rubecula'];Chiffchaff/Willow Warbler mixed singer;unknown;unknown;unknown;;;no;;;44100;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC232808.mp3;XC232808.mp3
468487;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Terje Kolaas;Norway;Verdal Municipality, Verdal, Nord-Trøndelag;63.777;11.4401;0;song;;;field recording;//xeno-canto.org/468487;https://xeno-canto.org/468487/download;XC468487-gransanger_mixed_0425_094159.mp3;{'small': '//xeno-canto.org/sounds/uploaded/CIMGCGUWCS/ffts/XC468487-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CIMGCGUWCS/ffts/XC468487-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CIMGCGUWCS/ffts/XC468487-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CIMGCGUWCS/ffts/XC468487-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/CIMGCGUWCS/wave/XC468487-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CIMGCGUWCS/wave/XC468487-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CIMGCGUWCS/wave/XC468487-large.png'};//creativecommons.org/licenses/by-nc-nd/4.0/;A;00:22;08:30;2019-04-25;2019-04-25;[];Mixed singer, including traces of Willow Warbler and Iberian Chifchaf;yes;yes;no;;;no;;;48000;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC468487.mp3;XC468487.mp3
717598;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Irish Wildlife Sounds;Ireland;Midleton, Cork, County Cork;51.9004;-8.1759;20;song;;;field recording;//xeno-canto.org/717598;https://xeno-canto.org/717598/download;XC717598-Chiffchaff_Song_Ballyanan Woods_Cork_13.04.22_A+.mp3;{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC717598-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC717598-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC717598-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC717598-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC717598-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC717598-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC717598-large.png'};//creativecommons.org/licenses/by-nc-nd/4.0/;A;00:45;17:00;2022-04-13;2022-04-23;[];;yes;yes;no;;;no;;;44100;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC717598.mp3;XC717598.mp3
800944;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Lars Edenius;Sweden;Bådahällan, Umeå Municipality, Västerbotten County;63.6057;19.9765;0;song;;;field recording;//xeno-canto.org/800944;https://xeno-canto.org/800944/download;XC800944-Gransångare_35.mp3;{'small': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC800944-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC800944-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC800944-large.png', 'full': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC800944-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/wave/XC800944-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/wave/XC800944-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/wave/XC800944-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:24;07:00;2023-05-14;2023-05-14;[];SNR 50dB (ISO/ITU);yes;yes;no;;;no;;;48000;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC800944.mp3;XC800944.mp3
120470;Phylloscopus;collybita;tristis;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Patrick Franke;Kazakhstan;Bjelaja Uba;50.5613;83.6672;738;song;;;field recording;//xeno-canto.org/120470;https://xeno-canto.org/120470/download;XC120470-06436_pfranke_110520_zilpz_tristis_S_A.mp3;{'small': '//xeno-canto.org/sounds/uploaded/ZRYDJPPTFC/ffts/XC120470-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZRYDJPPTFC/ffts/XC120470-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZRYDJPPTFC/ffts/XC120470-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ZRYDJPPTFC/ffts/XC120470-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/ZRYDJPPTFC/wave/XC120470-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZRYDJPPTFC/wave/XC120470-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZRYDJPPTFC/wave/XC120470-large.png'};//creativecommons.org/licenses/by-nc-sa/3.0/;A;00:45;07:10;2011-05-20;2013-01-28;['Sitta europaea', 'Carpodacus erythrinus', 'Phylloscopus humei', 'Phylloscopus trochiloides'];;yes;yes;no;;;no;;;44100;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC120470.mp3;XC120470.mp3
552656;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Ad Postma;Netherlands;Borculo, Berkelland, Gelderland;52.1083;6.4824;20;song;;;field recording;//xeno-canto.org/552656;https://xeno-canto.org/552656/download;XC552656-Tjiftjaf LS102743.mp3;{'small': '//xeno-canto.org/sounds/uploaded/EVDMRSHTKR/ffts/XC552656-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EVDMRSHTKR/ffts/XC552656-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EVDMRSHTKR/ffts/XC552656-large.png', 'full': '//xeno-canto.org/sounds/uploaded/EVDMRSHTKR/ffts/XC552656-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/EVDMRSHTKR/wave/XC552656-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EVDMRSHTKR/wave/XC552656-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EVDMRSHTKR/wave/XC552656-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:43;08:00;2020-05-01;2020-05-01;[];;unknown;unknown;unknown;;;no;;;44100;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC552656.mp3;XC552656.mp3
795707;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Alan Dalton;Sweden;Sandemar;59.1248;18.3501;10;aberrant, song;male;adult;field recording;//xeno-canto.org/795707;https://xeno-canto.org/795707/download;XC795707-Chiff-mix-singer-doing-chiff-Sand-23-Apr-0718.wav;{'small': '//xeno-canto.org/sounds/uploaded/BBJSEFYVPV/ffts/XC795707-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BBJSEFYVPV/ffts/XC795707-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BBJSEFYVPV/ffts/XC795707-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BBJSEFYVPV/ffts/XC795707-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/BBJSEFYVPV/wave/XC795707-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BBJSEFYVPV/wave/XC795707-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BBJSEFYVPV/wave/XC795707-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:43;06:30;2023-04-23;2023-04-25;[];Mixed singer! This strophe sounds fine for Common Chiifchaff, but was also singing like Wilow Warbler in alternatin song types.;yes;yes;no;;;no;Telinga Parabola;Telinga Pro 8;96000;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC795707.mp3;XC795707.mp3
666837;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Irish Wildlife Sounds;Ireland;Derrynafinnia, County Cork;51.4522;-9.8189;0;song, tret notes;;;field recording;//xeno-canto.org/666837;https://xeno-canto.org/666837/download;XC666837-Chiffchaff_Song + Trets_Main Mizen Garden_300521_A++.mp3;{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC666837-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC666837-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC666837-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC666837-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC666837-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC666837-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC666837-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:55;13:00;2021-05-30;2021-08-07;[];;yes;yes;no;;;no;;;44100;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC666837.mp3;XC666837.mp3
174637;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Krzysztof Deoniziak;Poland;Noteć Forest, Wielkopolskie Voivodeship;52.7365;16.6215;60;song;male;;field recording;//xeno-canto.org/174637;https://xeno-canto.org/174637/download;XC174637-phylloscopus_collybita_notecka_wielkopolskie_15.04.2014_0908.mp3;{'small': '//xeno-canto.org/sounds/uploaded/VCROLXMVLX/ffts/XC174637-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VCROLXMVLX/ffts/XC174637-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VCROLXMVLX/ffts/XC174637-large.png', 'full': '//xeno-canto.org/sounds/uploaded/VCROLXMVLX/ffts/XC174637-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/VCROLXMVLX/wave/XC174637-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VCROLXMVLX/wave/XC174637-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VCROLXMVLX/wave/XC174637-large.png'};//creativecommons.org/licenses/by-nc-nd/4.0/;A;00:51;09:00;2014-04-15;2014-04-15;[];"habitat: temperate coniferous forest
weather: windy";yes;yes;no;;;no;;;48000;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC174637.mp3;XC174637.mp3
684578;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;W. Agster;Germany;Wetteraukreis (near  Reichelsheim (Wetterau)), Darmstadt, Hessen;50.3644;8.8757;120;song;male;adult;field recording;//xeno-canto.org/684578;https://xeno-canto.org/684578/download;XC684578-xc-wa010417-000000.mp3;{'small': '//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/ffts/XC684578-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/ffts/XC684578-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/ffts/XC684578-large.png', 'full': '//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/ffts/XC684578-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/wave/XC684578-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/wave/XC684578-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/wave/XC684578-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:34;14:30;2021-03-24;2021-11-05;[];;yes;yes;no;;;no;;;48000;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC684578.mp3;XC684578.mp3
312630;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Ad Postma;Netherlands;Borculo, Berkelland, Gelderland;52.0873;6.5087;20;song;;;field recording;//xeno-canto.org/312630;https://xeno-canto.org/312630/download;XC312630-Tjiftjaf 20160417 LS102093.mp3;{'small': '//xeno-canto.org/sounds/uploaded/EVDMRSHTKR/ffts/XC312630-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EVDMRSHTKR/ffts/XC312630-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EVDMRSHTKR/ffts/XC312630-large.png', 'full': '//xeno-canto.org/sounds/uploaded/EVDMRSHTKR/ffts/XC312630-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/EVDMRSHTKR/wave/XC312630-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EVDMRSHTKR/wave/XC312630-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EVDMRSHTKR/wave/XC312630-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:26;07:30;2016-04-17;2016-04-17;[];;yes;yes;no;;;no;;;44100;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC312630.mp3;XC312630.mp3
239556;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Roberto Lerco;Italy;Feltre, Belluno, Veneto;46.0176;11.9765;220;song;;;field recording;//xeno-canto.org/239556;https://xeno-canto.org/239556/download;XC239556-Lui_piccolo_Vincheto_Cellarda_02052015_RLerco.mp3;{'small': '//xeno-canto.org/sounds/uploaded/DEOEWHKERB/ffts/XC239556-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DEOEWHKERB/ffts/XC239556-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DEOEWHKERB/ffts/XC239556-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DEOEWHKERB/ffts/XC239556-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/DEOEWHKERB/wave/XC239556-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DEOEWHKERB/wave/XC239556-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DEOEWHKERB/wave/XC239556-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:35;11:00;2015-05-02;2015-05-03;[];;unknown;unknown;unknown;;;no;;;44100;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC239556.mp3;XC239556.mp3
135425;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Piotr Szczypiński;Poland;Lutocin, Rypin County, Kuyavian-Pomeranian Voivodeship;52.9757;19.6893;120;song;male;;field recording;//xeno-canto.org/135425;https://xeno-canto.org/135425/download;XC135425-Phyllcol3_Poland_PSZ_2013_05_27_1102.mp3;{'small': '//xeno-canto.org/sounds/uploaded/RWHGTWZNPX/ffts/XC135425-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RWHGTWZNPX/ffts/XC135425-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RWHGTWZNPX/ffts/XC135425-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RWHGTWZNPX/ffts/XC135425-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/RWHGTWZNPX/wave/XC135425-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RWHGTWZNPX/wave/XC135425-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RWHGTWZNPX/wave/XC135425-large.png'};//creativecommons.org/licenses/by-nc-sa/3.0/;A;00:47;13:00;2013-05-27;2013-05-29;['Fringilla coelebs', 'Phylloscopus trochilus', 'Turdus merula'];;no;no;no;;;no;;;48000;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC135425.mp3;XC135425.mp3
648168;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Bernard Collet;Belgium;Brunehaut, Hainaut, Wallonie;50.5152;3.3305;30;call, song;;;field recording;//xeno-canto.org/648168;https://xeno-canto.org/648168/download;XC648168-Pouillot_veloce_2021-05-12_06-47-30.mp3;{'small': '//xeno-canto.org/sounds/uploaded/WSTVOVMGXC/ffts/XC648168-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WSTVOVMGXC/ffts/XC648168-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WSTVOVMGXC/ffts/XC648168-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WSTVOVMGXC/ffts/XC648168-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/WSTVOVMGXC/wave/XC648168-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WSTVOVMGXC/wave/XC648168-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WSTVOVMGXC/wave/XC648168-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:28;06:47;2021-05-12;2021-05-14;[];Two birds: one screams and the other sings in the background.;yes;yes;no;;;no;;;44100;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC648168.mp3;XC648168.mp3
693993;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Agris Celmins;Latvia;Zvejsola, Nagļu pagasts;56.6981;26.8938;90;call, song;;;field recording;//xeno-canto.org/693993;https://xeno-canto.org/693993/download;XC693993-Phylloscopus collybita Common Chiffchaff call 2008-04-28_0835 Zvejsola, Naglu pagasts 56.698112, 26.893829 (seen building nest) Telinga 5W.mp3;{'small': '//xeno-canto.org/sounds/uploaded/AQWMZXSOED/ffts/XC693993-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AQWMZXSOED/ffts/XC693993-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AQWMZXSOED/ffts/XC693993-large.png', 'full': '//xeno-canto.org/sounds/uploaded/AQWMZXSOED/ffts/XC693993-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/AQWMZXSOED/wave/XC693993-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AQWMZXSOED/wave/XC693993-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AQWMZXSOED/wave/XC693993-large.png'};//creativecommons.org/licenses/by-nc-nd/4.0/;A;00:24;08:35;2008-04-28;2021-12-27;['Fringilla coelebs', 'Chroicocephalus ridibundus'];Calling bird builds the nest. Another one sings in the background.;yes;yes;no;;;no;Sony MZ-NH1 MiniDisc;Telinga Pro 5W;44100;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC693993.mp3;XC693993.mp3
668651;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Filippo Ceccolini;Italy;Ortignano Raggiolo (near La Villa), Provincia di Arezzo, Toscana;43.6712;11.7584;500;song;male;;field recording;//xeno-canto.org/668651;https://xeno-canto.org/668651/download;XC668651-+ 2020-06-07 tra Monte Borgnoli e Villa.mp3;{'small': '//xeno-canto.org/sounds/uploaded/VWVVYWSUYS/ffts/XC668651-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VWVVYWSUYS/ffts/XC668651-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VWVVYWSUYS/ffts/XC668651-large.png', 'full': '//xeno-canto.org/sounds/uploaded/VWVVYWSUYS/ffts/XC668651-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/VWVVYWSUYS/wave/XC668651-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VWVVYWSUYS/wave/XC668651-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VWVVYWSUYS/wave/XC668651-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:40;16:00;2020-06-07;2021-08-16;[];Approximate time;no;no;no;;;no;;;48000;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC668651.mp3;XC668651.mp3
324707;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Timo Schnabel;Germany;Ratingen-Lintorf, Mettmann, Nordrhein-Westfalen;51.331;6.8178;40;song;;;field recording;//xeno-canto.org/324707;https://xeno-canto.org/324707/download;XC324707-Zilpzalp Ratingen.mp3;{'small': '//xeno-canto.org/sounds/uploaded/PBXPSXGKLL/ffts/XC324707-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PBXPSXGKLL/ffts/XC324707-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PBXPSXGKLL/ffts/XC324707-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PBXPSXGKLL/ffts/XC324707-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/PBXPSXGKLL/wave/XC324707-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PBXPSXGKLL/wave/XC324707-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PBXPSXGKLL/wave/XC324707-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:32;15:12;2015-05-10;2016-06-28;['Sylvia atricapilla'];;yes;yes;no;;;no;;;44100;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC324707.mp3;XC324707.mp3
786636;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Chèvremont Fabian;Belgium;Arrondissement de Bastogne (near  Houffalize), Luxembourg, Wallonia;50.1334;5.7342;360;song;;;field recording;//xeno-canto.org/786636;https://xeno-canto.org/786636/download;XC786636-17-03-23-(pouillot-véloce,chant,-Bellmeuse).wav;{'small': '//xeno-canto.org/sounds/uploaded/VQKRAEESLX/ffts/XC786636-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VQKRAEESLX/ffts/XC786636-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VQKRAEESLX/ffts/XC786636-large.png', 'full': '//xeno-canto.org/sounds/uploaded/VQKRAEESLX/ffts/XC786636-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/VQKRAEESLX/wave/XC786636-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VQKRAEESLX/wave/XC786636-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VQKRAEESLX/wave/XC786636-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:30;09:30;2023-03-17;2023-03-18;[];;no;no;no;;;no;;;44100;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC786636.mp3;XC786636.mp3
